,,,,,,,,,,,,,,,,,,,,,,,April 1 = 1,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,121,122,125,128,131,134,138,141,145,148,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,RUTE,CONI,29.75674,-93.10973,none,5/28/2021,Y,30%,30%,,,,41,49,53,when was there a storm that might have washed out nest? ,Y,N,,W,,storm info?,,,,,,,,,,,,,,,,,,,,,,1E,,,,"2E, BON",,,,2E,,,,"0E, W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,RUTE,CONI,29.75546,-93.10528,none,,Y,50,50,,,,,,,5/26: 0E but likely hatched; male is wing booming and very territorial. 6/1: parents are still around but no chicks locate,N,,,U,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,"2E, BON.eggs floated: 1 was vertical at bottom of cup, 1 floating at top with top breaking surface",,,,2E,,,,2E,,,"0E, U",,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,RUTE,LETE,29.75657,-93.10904,none,,Y,0,5,,,,41,41,45,"unknown nest fate, but occurred when all other nests were depredated by coyotes",Y,N,,F,,5/13/2021,,,,,,,,,,,,,,,,,,,,,,3E,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,RUTW,LETE,29.76527,-93.15098,none,5/27/2021,Y,40%,40%,,,,44,44,49,washout from rain: vehicle tracks still visible,Y,Y,,W,,storm info?,which folder did I think was this? Why did I think it couldn't actually be 104? ,,,,,,,,,,,,,,,,,,,,,,,,"2E, 7-8d",,,,,"W, 0E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,RUTW,LETE,29.76466,-93.14829,none,needs float,Y,0%,5%,,,,44,44,49,washout from rain: vehicle tracks still visible,Y,N,,W,,storm info?,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,"W, 0E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,RUTW,LETE,29.76465,-93.14764,none,6/4/2021,N,0%,5%,,,,44,44,49,,Y,N,,F,,storm info?,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,"F, 0E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,RUTW,CONI,29.76085,-93.13165,none,,Y,0%,0%,unk,,,,,,"June 3: no chicks in area. June 6: no chicks or parents, failed fledge",,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2C,,,,2C,0C,,,0C,,,,no chicks or parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,RUTW,CONI,29.75969,-93.12714,,6/12/2021,Y,20%,30%,,,,,,,"6/14 - no eggs, no sign of chicks or adults. fate was empty but orange means failed?",N,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,,,2E,,2E,,,,2E,,,,"2E, looks abandoned",,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,RUTW,CONI,29.76158,-93.13317,,6/1/2021,Y,5%,5%,,,,56,64,64,fate was marked as 5/26; changed to 6/3 based on field photos,Y,,Y,H,U,6/3/2021,this may have been chick camcoyote on nights 1 and 2. doesn't look like bird came back. Double check when camera was deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~10d",,,,,,2E,,"1E, 1C",,,,"0E, U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,RUTW,LETE,29.76270,-93.13633,,6/15/2021,Y,5,5,,,,56,,68,,Y,N,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,,,?,,?,,,,"0E, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,RUTW,LETE,29.76280,-93.13705,,no float - cam,Y,10,10,,,coyote,56,62,62,,Y,,N,D,D,5/27/2021,coyote in early morning after it's light out - double check when cam deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,0E,,?,,,,"0E, D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,RUTW,LETE,29.76391,-93.14386,,6/15/2021,Y,0,5,,,,56,56,64,6/3: run over,Y,,Y,Hu,D,5/30/2021,"too bright to see nest, then coyote on night of 5/30. could have been run over before then - really too far away to tell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,,,?,,Hu: run over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,RUTW,CONI,29.76247,-93.13570,,6/8/2021,Y,40,40,,,unknown,,,,any notes on predator?,N,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~3d",,,,,,,,0E,,,,"0E, D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,RUTE,LETE,29.75707,-93.11423,,6/15/2021,Y,40,40,,,,56,56,67,,Y,,N,F,U,NA,unclear what happened after DSCF0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,,,?,,,,,"0E, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,RUTE,LETE,29.75708,-93.11153,,5/30/2021,Y,5,15,,,,56,56,62,,Y,,Y,U,D,5/28/2021,coyote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~15d",,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,RUTE,LETE,29.75615,-93.10757,,6/15/2021,Y,30,30,,,,56,56,67,,Y,,N,F,U,6/1/2021,"bird is alarmed on 6/2, in frame on 6/6, no incubation seen after 6/1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,,,BON,,,,,"0E, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,RUTE,LETE,29.75658,-93.11216,fenced,6/14/2021,Y,30,30,,,,56,71,75,"U, but possibliy hatched, no evidence of predation or other disturbance",Y,,Y,U,H,6/11/2021,6/13: 2-3d chick (MFDC2319); hatch date seems early given float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,3E,,,,,3E,,,,"3E, all 16d",,,,"0E, H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,RUTE,WIPL,29.75851,-93.11723,fenced,6/5/2021,Y,10,5,,,,62,75,75,,Y,,N,H,H,6/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, ~24d",,,,,3E,,,,3E,,,,"2C, 0E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,RUTE,CONI,29.75918,-93.11983,fenced,6/4/2021,Y,,,,,,62,67,75,,Y,,N,A,A,NA,nest probably abandoned before I put out camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, ~13d",,,,,1E,,,,,,,,"1E, abandoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,RUTE,WIPL,29.75777,-93.11372,fenced,6/9/2021,Y,20,10,,,,62,62,67,,Y,,Y,F,D,6/2/2021,I don't see the bird in the photos. Coyote on 2nd night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, ~20d",,,,,"0E, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,RUTE,LETE,29.75773,-93.11362,fenced,,Y,20,10,,,,62,62,67,,Y,,Y,F,D,6/1/2021,coyote first night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, no float",,,,,"0E, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,RUTE,CONI,29.75777,-93.11346,fenced,6/3/2021,Y,40,30,,,,62,67,67,,Y,,N,H,H,6/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~14d",,,,,"2C, a few days old",,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,RUTE,CONI,29.75718,-93.11156,fenced,6/14/2021,Y,70,60,,,,62,,,more field observations??,Y,N,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~3d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,RUTE,CONI,29.75795,-93.11799,fenced,6/11/2021,Y,,,,,,62,75,79,found an egg with top neatly cut off: hatched. there was a plastic bag over the area where the chicks/eggs would have been,Y,N,N,H,H,6/15/2021,changed fate to hatch since that's what notes said; check camera for real hatch date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~6d",,,,,2E,,,,,,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,RUTE,CONI,29.75843,-93.12022,fenced,6/12/2021,Y,60,60,,,,62,79,79,"6/21: 5-6 days old (23.5g, 7.6g). 6/30. no chicks seen",N,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~5d",,,,,BON,,,,,,,,2E,,,,"2C, 1-2days?",,,2C,,,,,,,,0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,RUTW,LETE,29.76377,-93.14211,none,NA,Y,0,0,,,,64,64,68,6/7: eggshells found in area,Y,,Y,F,D,6/3/2021,vehicle? Coyote? First night after cam placed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,RUTW,LETE,29.76397,-93.14275,none,6/22/2021,Y,0,0,,,,64,64,68,,Y,,Y,F,D,6/3/2021,coyote first night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,"0E, F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,RUTW,WIPL,29.76491,-93.14624,none,6/26/2021,Y,30,10,,,,,,,"6/26: no eggs, but parents are being very territorial, so it is suspected to have successfully hatched",Y?,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,"3E, 9d, 9d, 9d",,,3E,,,,3E,,,,3E,,,,,3E,,"0E, U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,RUTW,LETE,29.76559,-93.14996,none,NA,Y,0,0,,,,64,64,68,,Y,,Y,F,D,6/4/2021,"coyote, night 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,RUTW,WIPL,29.76672,-93.15182,none,6/26/2021,Y,30,30,,,,,,,"DNL = did not locate, vegetation was very high. 6/26: no eggs, but parents were very territorial so likely hatched",Y?,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,"3E, 9d, 9d, 9d",,,3E,,,,3E,,,,3E,,,,,DNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,RUTW,LETE,29.76843,-93.16348,none,6/22/2021,Y,0,0,,,,64,64,68,6/7: run over,Y,N,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,"0E, run over",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,RUTW,LETE,29.76975,-93.17126,none,,Y,0,0,,,,64,64,71,6/10 adults yelling. check field notes for fate/nest history,Y,N,,U-H,,,any nest w/o float - harder to classify in field; was also more likely as season progressed; need to mention confounding factors and how I dealt with them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,did not locate,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,RUTW,CONI,29.76475,-93.14895,none,6/14/2021,Y,50,50,,,,64,79,79,,Y,,N,H,U,6/16/2021,"can't see bird on camera, very few pics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~5d",,,,2E,,,2E,,,,2E,,,,2C (1-4 days),,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,RUTW,CONI,29.76691,-93.15840,none,6/30/2021,Y,60,40,,,,71,],75,6/26. very high vegetation and was unable to locate nest. did not see adults in the area. 2023 changing fate to F bc of hatch date,Y,,N,A,U,6/11/2021,camera inconclusive; changed fate to A based on field photos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,"1E, shell sticking to it",,,,?,,,,,"1E, ants",,DNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,RUTW,CONI,29.76829,-93.16422,none,6/25/2021,Y,70,60,,,,,,,7/26: saw 2 fledges at nest site,Y,,,H,H,,"estimated 80,60 from field photo - not far off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,?,,,,,2E?,,,,,,,,,,,,,,,2C,,,,2 fledges,,,,,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,RUTW,LETE,,,,6/14/2021,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 15d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,RUTW,LETE,29.76358,-93.14297,,,,0,0,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,RUTE,LETE,29.75647,-93.10923,,6/14/2021,,0,0,,,,71,71,75,6/14- empty but adults screaming/diving. check cam,Y,,N,U-H,U,6//14/2021,camera not close enough?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 15d",,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,RUTE,WIPL,29.75635,-93.10779,fenced,,,20,20,,,,71,79,82,"6/21: no eggs, but parents acting extremely territorial",Y,,Y,U-H,H,6/19/2021,baby in pic IMAG2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,3E,,,,3E,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,RUTE,LETE,29.75785,-93.11749,fenced,,,0,5,,,,71,79,79,"chicks found, nest not tracked?",?,,,H,,6/18/2021,there is a camera on the nest I believe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,"1C, 1E",,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,RUTW,CONI,29.76408,-93.14577,,,,80,70,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,RUTW,CONI,29.76039,-93.12978,none,,,40,40,,,,75,79,79,,Y,,,H,H,6/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,"1E,1C",,,,,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,RUTW,CONI,29.76373,-93.14383,,,,30,30,,,,75,75,79,check field notes for fate/nest history,Y,Y,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,I,0E,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,RUTW,LETE,29.76572,-93.15311,,,,20,20,,,,75,,,,Y,,N,U,U,NA,hard to tell what happened - look around IMAG4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,?,,,,,2E,,,,,,,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,RUTW,LETE,29.76991,-93.17215,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,RUTW,CONI,29.76148,-93.13288,,,,5,5,,,,75,75,79,fate was empty,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,RUTE,CONI,29.75908,-93.11957,fenced,,,90,80,,yes (2),,75,79,79,"6/21: 1-4 days old (12.9g, 7.6g). 6/30: 2 chicks banded and weighed. 7/5: no chicks seen but parents were in the area",Y,,,H,H,6/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,"1C, 1E 1 day",,,2C,,,,,,,,2C,,,,,0C,,,,,,,,fledges in area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,RUTE,LETE,29.75738,-93.11414,,,,0,0,,,,75,79,82,check field notes for fate/nest history,Y,Y,Y,U,D,6/6/2021,coyote fourth (?)night of camera cam A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,RUTE,LETE,29.75650,-93.10919,,6/19/2021,,0,0,,,,75,82,82,is this the photo from 6/14 in google?,Y,,N,H,H,6/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,"1E, 1C",,,,,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,ROCK,CONI,29.68636,-92.88823,,,Y,20,20,,,,,,,look for field observations,Y,Y,U,U,,,double check cam left in area later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,?,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,ROCK,CONI,29.67991,-92.87427,,,Y,10,10,,,,76,80,80,is wrack ground cover or not? See field photos,Y,Y,N?,H,H,6/19/2021,"20 Jun bird moves closer to camera, off of nest area - chicks?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E ,,,,hatch,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,RUTW,LETE,29.76571,-93.15208,,,Y,0,0,,,,,,,"no signs 6/30 - may have been run over later, changed to U. run over, vehicle tracks going through nesting area",Y,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,2E,,,,2E,,,,0E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,RUTW,CONI,29.76652,-93.15691,,,Y,60,60,,,,79,84,84,"6/26: chicks weighed 14.8g, 11.6g, 1-4 days old. 7/9 adults in area peenting but not super territorial. maybe just have older chick",Y,,,H,H,6/23/2021,"any obs before chicks? 1m cov was 70, changed to 60 based on photo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,2E,,"1E, 1C",,2C,,,,,,,,,0E,,,,0C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,RUTW,LETE,29.76789,-93.16046,,,Y,0,0,,,,,,,"6/23-adults scream, no chicks or egg shell seen",?,,,U-H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,?,,2E,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,RUTW,CONI,,,,,N,60,50,,,,84,91,91,"egg has shell stuck to it, but chick in picture 4 min later",Y,,,H,H,6/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,"1E, 1C?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,RUTW,LETE,29.76897,-93.16844,,,N,0,20,,,,84,,,fate was empty,Y,Y,U,U,H,,camera? Field data?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,2E,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,RUTW,LETE,29.76737,-93.16323,,,,0,0,,,,84,,,"paw prints  on 7/13 in field photos; may have happened after last obs. possible hatch or wash out, don't know expected hatch date. [COORDINATES INCORRECT WHEN DOING QA/QC]",Y,,N,U,U,NA,inconclusive camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,2E,,,,,?,,,,0E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,RUTW,LETE,29.76747,-93.16365,,,,5,5,,,,84,84,91,"no signs of fail or hatch on 6/30. changed veg from 10 to 5 based on field photo possible hatch or wash out, don't know expected hatch date. [COORDINATES INCORRECT WHEN DOING QA/QC]",Y,Y,Y,U,D ,6/23/2021,Coyote first night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,0E,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
