,,,,,,,,,,,,,,,,,,,,,,,,,April 1 = 1,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,69,71,72,73,74,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,107,108,109,110,112,113,114,115,116,117,121,122,125,115,116,117,118,121,122,125,,,,,,,,
229,RUTW,LETE,29.76797,-93.16587,none,?,Y,,,,,,,50,54,59,"no sign of chicks or adults in area; unclear from camera footage, maybe take another look",Y,N,U,H,5/26/2019,"look @ MFDC5451.JPG 5/26 seems to be leaving nest a lot, unlike 210 which has babies - but could be due to when camera fires; cows galore on 6/27, then cam knocked over @ 6:14am",229 is behind 210 in the photos; 5/26- bird is still near stick,"both nests- birds moving around, male bringing food; 229 - no bird seen in area after 2:30 except once @ 335. but could have chicks and moved away",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,3E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,RUTW,LETE,29.76865,-93.16972,none,,Y,,,,,,,50,59,63,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,3E,,,,,3E,,,,0E - no stick or nest found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,RUTW,LETE,29.76913,-93.17229,none,6/4/2019,Y,,,,,5/14/2019,,50,63,67,6 June- check cam on nest for fate confirmation,?,N,U,U,,,"this was not 231: what happened to camera after 5/26 (if that is indeed nest 231)? Did those guys find it? Never mind, still there 5/27!! Feeding chick?? MFDC0148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,did not check,,,,,3E - 13d,,,,2E,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,RUTW,LETE,29.77015,-93.17771,none,6/10/2019,Y,,,,,,,59,63,67,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,,2E - 7d,,,,2E,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,RUTW,LETE,29.77078,-93.18123,none,,Y,,,,,,,50,73,73,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,3E,,,,,3E,,,,3E,,,3E,,,,3C hatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,RUTW,LETE,29.77068,-93.18048,none,6/3/2019,Y,,,,,5/13/2019,,50,69,73,"12 June- check game camera for fate confimation; birds present early morning on 6/8, not present during middle of day or evening; night of 6/8 game camera knocked over by cattle; placed too far away to tell hatch or no",Y,N,U,A,6/8/2019,,"hard to tell from game camera - birds present at 9 am on 6/8 and then disappear by 10am, and then there are lots of cows in the area starting around 830 pm, then cam knocked over early morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,"2E, BON",,,,,2E - 14d,,,,2E,,,2E,BON,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,RUTW,LETE,29.76754,-93.16405,none,,Y,,,,,###############################################################################################################################################################################################################################################################,,50,54,59,"adults divebombing, angry; no sign of chicks",Y,N,U,NA,NA,,"bird in scrape 5/24, then camera knocked over",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,RUTE,LETE,29.75839,-93.12074,none,,Y,,,,,,,58,71,71,"28 May- eggs floating vertical almost to surface. 12 June- SB and KBB approached an empty nest scrape. no chicks observed but angry adults present, and downy feathers in nest scrape confirming chicks in the scrape.",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,"3E, 10d",,,,,,3E,,3E,,hatch,,hatch confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,RUTE,LETE,29.75842,-93.12101,none,,Y,,,,,,,52,52,58,"28 May- nest run over by vehicle, stick crushed as well. ",,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,RUTE,LETE,29.75869,-93.12238,none,,Y,,,,,,,58,73,73,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,"3E, 4d",,,,,,3E,,3E,,,,"hatch, 2C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,RUTE,CONI,29.7587,-93.12267,none,,Y,,,,,,,52,64,64,3 June- off the nest scrape but still nearby. some pinning of the primaries has begun but still small with an egg tooth. photos by KBB,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,"2E, float vert at surface",,,,,,"2C, 4d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,RUTW,LETE,29.77064,-93.18053,none,5/25/2019,N,30,40,,,,,39,39,45,"9 May- SB deployed camera on nest. 15 May cattle disturbance. 24 May- egg shell fragment in cup, but otherwise empty KBB",Y,Y,U,D,5/17/2019,,"I *think* this is the nest on camera 1, either that or 242/240 are switched",,,,,,,,,,,,,,,,,,,,3E,,,,,,0E,,,,,0E,,,,empty ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,RUTW,LETE,29.77065,-93.18056,none,6/1/2019,N,30,40,,,5/11/2019,,39,63,63,"6/2 chick behavior; 9 May- SB deployed camera on nest. 2 June- KBB and SB observed adults throwing poop, hovering, aggressive indicating chicks. Check camera for more evidence. ",Y,N,H,D,6/2/2019,camera placed too far away to determine fate,"or maybe not? Still incubating 5/31, 6/1 lady drives by but birds come back, pair is flapping a lot; coyote in area night of 6/2 but unclear if near nest",,,,,,,,,,,,,,,,,,,,2E,,,,,,3E,,,,,3E,,,,3E,,,,,3E - 19d (tip well over water line),,,,chick behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,RUTW,LETE,29.76763,-93.1642,none,5/29/2019,N,5,5,,,,,39,,,9 May- SB deployed camera on nest. 15 May SB could not find ,Y,Y,U,D,5/20/2019,camera placed too far away to determine fate,is the mystery camera before 226/223 one of the ones placed 5/9? Must be (unknown 01). Coyote on night of 5/20 (did not see before?),,,,,,,,,,,,,,,,,,,,1E,,,,,,?,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,RUTW,WIPL,29.76739,-93.16364,none,5/30/2019,Y,10,15,,,,,50,59,61,"5/29 - adults very agitated in area, fake brooding, circling; no starring yet 5/31- nest was lost to an afternoon storm that brought a surge which overwashed the nest. adults were observed selecting a new nest site and scraping. KBB",,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,,,,2E - 27-28d,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,RUTW,LETE,29.77001,-93.17696,none,,Y,20,30,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,3E,,,,3E,,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,RUTW,LETE,29.77049,-93.17966,none,,Y,5,,,,,,45,54,59,"5/29 tire tracks all through area, pieces of egg shell",,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,3E,,,,3E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,RUTW,WIPL,29.77052,-93.17986,none,6/12/2019,Y,,,,,,vehicle,45,59,63,"5/29 tire tracks through area but nest still there. 6/2 run over by vehicle. clear evidence with crushed bits of wooden nest stick, gooey egg yolk, and tire track through the nest",,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,3E,,,,"3E, 9d, 9d, 5d",,,,,3E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,RUTW,LETE,29.77058,-93.17997,none,,Y,,,,,,,45,50,59,5/29 tire tracks through area (nest near 247). vehicle possibly on camera (from nest 241),,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,3E,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,RUTW,LETE,29.76987,-93.17583,none,,Y,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,could not find,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,RUTW,LETE,29.76972,-93.17542,none,,Y,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,could not find,,,,could not find,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,RUTW,CONI,29.76869,-93.16971,none,5/29/2019,Y,,,,,,,50,63,63,"no starring yet but heard chicks inside 5/29, SB check for photo for chick age?",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,could not find,,,,,"2E, can hear chicks, no starring",,,,1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,RUTW,LETE,29.76847,-93.1687,none,6/7/2019,Y,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,1E,,,,1E,,,,,1E - 10d,,,,1E,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,RUTW,LETE,29.7683,-93.16759,none,5/30/2019,Y,,,,,,,45,59,63,,,,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,2E,,,,2E,,,,,2E - 18-19d,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,RUTW,LETE,29.7683,-93.1676,none,6/3/2019,Y,,,,,,,45,64,64,"7 June- KBB had chick behavior, lots of diving and angry adults pooping in the area. Hatch likely before the storm hit on June 5. ",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,3E,,,,3E,,,,,3E - 14d,,,,3E,hatch,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,RUTW,LETE,29.76784,-93.16527,none,5/30/2019,Y,,,,,5/9/2019,,45,59,63,camera placed 5/15,Y,Y,F,D,5/31/2019,coyote,check out the ghost crab night of 5/29??,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,2E,,,,2E,,,,,3E - 18d,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,RUTW,LETE,29.76791,-93.16517,none,6/3/2019,Y,,,,,5/13/2019,,45,59,63,camera placed 5/15,Y,Y,F,D,5/31/2019,,coyote; returns on 6/1,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,3E,,,,3E,,,,,3E - 14d,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,RUTW,LETE,29.76782,-93.16521,none,6/4/2019,Y,,,,,###############################################################################################################################################################################################################################################################,,45,54,59,camera placed 5/15,Y,Y,U,D,5/31/2019,,coyote; returns on 6/1,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,2E,,,,2E,,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,RUTE,LETE,29.75887,-93.12305,none,,Y,40,40,,,,,52,58,64,3 June- 1E cold and wet ,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,1E,,,,,,1E,,,,,,"1E, abandoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,RUTE,LETE,29.75883,-93.12291,none,5/31/2019,Y,30,40,,,,,52,58,64,3 June- 2E cold and wet,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E-oldest 5d,,,,,,2E,,,,,,2E,,,,,,"2E, abandoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,RUTE,LETE,29.7588,-93.12283,none,,Y,40,40,,,,,52,58,64,3 June- 1E cold and wet,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,1E,,,,,,"1E, 7d",,,,,,"1E, abandoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,RUTE,LETE,29.75879,-93.12283,none,,Y,40,40,,,,,58,63,63,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,2E,,,,,,"2E, 15d",,,,,hatch,"2C, 1-2 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,RUTE,LETE,29.75887,-93.12286,none,6/2/2019,Y,40,40,,,,,58,63,63,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - oldest 4d,,,,,,3E,,,,,,"3E, 15d",,,,,hatch,"2C 1-2d, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,RUTE,LETE,29.75886,-93.12285,none,6/1/2019,Y,40,40,,,,,58,64,64,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- oldest 4d,,,,,,2E,,,,,,"2E, 15d",,,,,,"1C wet, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,RUTE,WIPL,29.75844,-93.12144,none,6/15/2019,Y,40,40,,,,,46,73,73,12 June- SB and KBB discovered nest empty but signs of hatch. Just east we found the adults with 2 young chicks and banded them. Nest hatched earlier than expected.,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,3E,,,,,,3E,,,,,,3E,,3E,,,hatch,"2C, 1-2d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,RUTW,CONI,29.76629,-93.15719,none,,,,,,,,,,,,not tracked to fate. could not be relocated- bad coordinate,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,RUTW ,LETE,29.7645,-93.14937,none,,,,,,,,,49,53,58,28 May- vehicle tracks everywhere in area. Could not locate stick. ,,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,RUTE,LETE,29.75881,-93.12295,none,,Y,,,,,,,52,67,67,"6 June- chick in scrape 1d, 2E",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,3E,,,,,,3E,,"1C, 2E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,RUTE,LETE,29.75877,-93.12286,none,,Y,,,,,,,52,62,62,"3 June- poop in nest scrape, chick behavior by adults, very aggressive",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,"2E,15d",,,,hatch,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,RUTE,CONI,29.75883,-93.12309,none,,Y,,,,,,,52,58,58,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,"1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,RUTE,LETE,29.75887,-93.12328,symbolic,,Y,40,30,,,,,52,52,64,3 June- egg cold and wet in scrape,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,,,,"1E, abandoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,RUTW,LETE,29.76149,-93.13569,symbolic,,Y,,,,,,,,,,not sure what caused cracked egg - was the bird still incubating the cracked egg??,?,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,BON,,"1E, cracked, likely not viable",,????,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,RUTW,LETE,29.76156,-93.13579,symbolic,6/12/2019,Y,5,20,,,,,53,60,64,"* 6/3 - near dumped flatscreen TV, probably abandoned; looked like nest scrape but no bird seen on nest either time I passed; stick was knocked over so hard to tell where original nest scrape was or if this was an egg knocked out of scrape. human-caused abandonment/nest failure.",?,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,BON,,2E,,BON,,,,1E*,no activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,RUTW,LETE,29.76168,-93.136,symbolic,,Y,5,10,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,BON,,3E,,BON,,,BON,BON,BON,BON,,BON,,,,,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,RUTW,LETE,29.76208,-93.13799,,,Y,10,30,,,,,53,53,56,nest observed on 26 May with no activity at nest. 28 May- KBB- nest was run over by vehicle,,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,no activity,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,RUTW,LETE,29.76214,-93.13821,,,Y,10,30,,,,,53,56,58,28 May- KBB observed human tracks leading up to nest. Must have occurred on May 27 (Memorial Day) because the nest was active on May 26 while stewarding. Someone may have entered the colony and approached nest stick.,,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,BON,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,RUTW,LETE,29.76257,-93.14011,,,Y,40,40,,,,,53,53,58,28 May- nest was either trampled by vehicle holiday traffic or cattle,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,not observed,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,RUTW,LETE,29.77101,-93.1806,none,6/14/2019,Y,60,60,,,,,59,63,67,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - 4d,,,,3E,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,RUTW,LETE,29.76396,-93.14695,,,Y,30,30,,,,,53,53,58,"6/3 SB could not find stick or scrape, tire tracks criss-crossing area",,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,"1E, cracked, likely not viable",,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,RUTW,LETE,29.76423,-93.14762,,,Y,10,30,,,,,53,53,58,run over by vehicle,,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,RUTW,LETE,29.76423,-93.1478,,6/8/2019,Y,10,30,,,,,64,71,71,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,2E,,,,,,"2E, 15d",,,,"2C, 1-2d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,RUTW,CONI,29.7654,-93.15327,,,Y,40,40,,,,,53,59,59,"one light and one dark egg. 3 June- pale egg did not hatch. chick looks older, 5-6d",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,cannot find,hatch?,,,,,"1C 5-6d, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,RUTW,LETE,29.76781,-93.16523,none,6/14/2019,Y,15,30,,,,coyote,59,59,63,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,ROJH,WIPL,29.63671,-92.76801,none,6/26/2019,Y,5,10,,,,,60,65,72,11 June- area overwashed from June 5th surge likely the cause of failure. ,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - new,,,,,3E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,ROCK,WIPL,29.66665,-92.8417,none,7/1/2019,Y,30,30,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E - new,,,3E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,RUTW,LETE,29.77107,-93.18058,none,6/13/2019,Y,40,30,,,,,59,77,77,"6/16 - 1 chick, 1 egg",Y,N,H,H,6/16/2019,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - 5d,,,,3E,,,3E,,,,2E,,,"1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,ROCK,LETE,29.66703,-92.8427,none,6/2/2019,Y,5,5,,,,coyote,62,62,65,6/4 camera footage of coyote,Y,Y,D,D,6/4/2019,coyote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - oldest 18-19d,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ROCK,CONI,29.6684,-92.8471,none,6/14/2019,Y,60,50,,,,,62,65,72,11 Jun - could not find nest or stick,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - angled on bottom,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,ROCK,CONI,29.66725,-92.84373,none,6/14/2019,Y,30,30,,,,,62,65,72,11 Jun - stick half buried by storm surge,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - angled on bottom,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,ROCK,CONI,29.66526,-92.83795,none,6/17/2019,Y,,,,,,,62,65,72,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - angled on bottom,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,ROCK,CONI,29.66009,-92.82614,none,need to float,Y,40,40,,,,,,,,4 June- SB- could not find nest stick on wrack line; probably washed out,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - new,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,ROCK,LETE,29.66683,-92.84237,none,6/16/2019,Y,5,5,,,,coyote,62,62,65,"6/4 camera footage of coyote, stick dug up, evidence of digging around nest",Y,N,D,D,6/4/2019,camera confirmed visual evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - 4d,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,ROCK,LETE,29.66692,-92.84262,none,6/16/2019,N,5,5,,,,coyote,62,62,65,"6/4 stick dug up, digging nearby; right near depredated nests",,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - 4d,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,RUTW,LETE,29.76763,-93.16452,none,6/17/2019,Y,15,30,,,5/27/2019,,63,63,71,10 June- check camera set on nest for fate confirmation,Y,N,F,F,6/8/2019,,empty 1 week before expected hatch - check cam for cause. Could be cattle (6/8) but also something triggers camera night of 6/7 (can't see anything at all in photos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - 4d,,,BON-cam,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,RUTW,LETE,29.76765,-93.16454,none,6/17/2019,Y,20,30,,,,,63,76,82,,Y,Y,U,H,6/17/2019,"photos of adults with fish at nest, and adult with a chick on june 19-20. camera determined nest fate. ",fully mobile chick in photo HUNT0327 (6/20) maybe 3 days old?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E - 4d,,,BON-cam,,2E,,2E,,BON-cam,not checked,,adults with fish-cam,adult with chick-cam,adult with chick-cam,0E - camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
